Ticket_ID,Date,Produit,Catégorie,Quantité (kg),Prix au kg (€),Prix total (€),CO2_e_per_kg
TICKET_6640,2024-09-25,Lentilles,Protéines végétales,2.59,12.53,32.45,0.9
TICKET_6640,2024-09-25,Pommes de terre,Légumes,0.8,15.31,12.25,0.2
TICKET_6640,2024-09-25,Poulet,Viandes,0.41,19.54,8.01,6.0
TICKET_6640,2024-09-25,Œufs,Œufs,2.37,5.02,11.9,4.0
TICKET_6640,2024-09-25,Pommes de terre,Légumes,1.93,18.21,35.15,0.2
TICKET_6640,2024-09-25,Porc,Viandes,2.21,8.0,17.68,7.0
TICKET_6640,2024-09-25,Œufs,Œufs,1.72,6.45,11.09,4.0
TICKET_6640,2024-09-25,Poulet,Viandes,2.34,14.17,33.16,6.0
TICKET_6640,2024-09-25,Pommes de terre,Légumes,2.42,17.91,43.34,0.2
TICKET_6640,2024-09-25,Porc,Viandes,1.71,9.17,15.68,7.0
TICKET_6640,2024-09-25,Pommes de terre,Légumes,0.68,2.24,1.52,0.2
TICKET_6640,2024-09-25,Fromage,Produits laitiers,0.25,13.92,3.48,20.0
TICKET_6640,2024-09-25,Poulet,Viandes,1.91,16.08,30.71,6.0
TICKET_6640,2024-09-25,Poulet,Viandes,1.67,15.59,26.04,6.0
TICKET_6640,2024-09-25,Tofu,Protéines végétales,1.7,8.23,13.99,2.0
TICKET_6384,2024-02-03,Œufs,Œufs,1.72,2.01,3.46,4.0
TICKET_6384,2024-02-03,Café,Produits transformés,2.58,7.85,20.25,16.0
TICKET_6384,2024-02-03,Pommes de terre,Légumes,1.44,5.87,8.45,0.2
TICKET_6384,2024-02-03,Chocolat,Produits transformés,2.46,12.86,31.64,19.0
TICKET_6384,2024-02-03,Fromage,Produits laitiers,2.99,15.32,45.81,20.0
TICKET_6384,2024-02-03,Lentilles,Protéines végétales,2.29,15.69,35.93,0.9
TICKET_6384,2024-02-03,Chocolat,Produits transformés,1.63,15.39,25.09,19.0
TICKET_6384,2024-02-03,Bœuf,Viandes,2.13,5.55,11.82,60.0
TICKET_6384,2024-02-03,Agneau,Viandes,0.47,18.79,8.83,30.0
TICKET_6384,2024-02-03,Œufs,Œufs,0.87,19.67,17.11,4.0
TICKET_6384,2024-02-03,Café,Produits transformés,1.06,18.33,19.43,16.0
TICKET_6384,2024-02-03,Lait,Produits laitiers,1.4,14.91,20.87,1.3
TICKET_6384,2024-02-03,Porc,Viandes,0.38,18.6,7.07,7.0
TICKET_6384,2024-02-03,Lait,Produits laitiers,0.31,15.3,4.74,1.3
TICKET_6384,2024-02-03,Café,Produits transformés,0.56,12.58,7.04,16.0
TICKET_6384,2024-02-03,Bananes,Fruits,0.63,11.05,6.96,0.8
TICKET_6384,2024-02-03,Café,Produits transformés,2.05,17.16,35.18,16.0
TICKET_6384,2024-02-03,Pommes de terre,Légumes,0.71,3.01,2.14,0.2
TICKET_6384,2024-02-03,Porc,Viandes,0.83,15.07,12.51,7.0
TICKET_6384,2024-02-03,Agneau,Viandes,1.17,12.25,14.33,30.0
TICKET_6384,2024-02-03,Fromage,Produits laitiers,0.36,17.91,6.45,20.0
TICKET_6384,2024-02-03,Œufs,Œufs,2.17,8.64,18.75,4.0
TICKET_6384,2024-02-03,Lait,Produits laitiers,1.64,19.5,31.98,1.3
TICKET_6384,2024-02-03,Œufs,Œufs,0.65,12.22,7.94,4.0
TICKET_6384,2024-02-03,Bœuf,Viandes,2.18,16.93,36.91,60.0
TICKET_6384,2024-02-03,Agneau,Viandes,2.13,19.92,42.43,30.0
TICKET_6384,2024-02-03,Tofu,Protéines végétales,2.73,10.44,28.5,2.0
TICKET_6384,2024-02-03,Lait,Produits laitiers,2.92,6.66,19.45,1.3
TICKET_6384,2024-02-03,Fromage,Produits laitiers,2.43,12.07,29.33,20.0
TICKET_6384,2024-02-03,Poulet,Viandes,1.15,16.99,19.54,6.0
TICKET_8760,2024-11-23,Œufs,Œufs,2.21,8.48,18.74,4.0
TICKET_8760,2024-11-23,Bananes,Fruits,2.5,13.33,33.33,0.8
TICKET_8760,2024-11-23,Fromage,Produits laitiers,2.69,12.92,34.75,20.0
TICKET_8760,2024-11-23,Bananes,Fruits,2.13,3.18,6.77,0.8
TICKET_8760,2024-11-23,Tofu,Protéines végétales,2.06,19.85,40.89,2.0
TICKET_8760,2024-11-23,Pommes de terre,Légumes,0.98,15.14,14.84,0.2
TICKET_8760,2024-11-23,Agneau,Viandes,2.28,8.85,20.18,30.0
TICKET_8760,2024-11-23,Chocolat,Produits transformés,0.6,8.58,5.15,19.0
TICKET_8760,2024-11-23,Bœuf,Viandes,1.69,4.19,7.08,60.0
TICKET_8760,2024-11-23,Chocolat,Produits transformés,1.63,15.56,25.36,19.0
TICKET_8760,2024-11-23,Bananes,Fruits,2.0,3.14,6.28,0.8
TICKET_8760,2024-11-23,Chocolat,Produits transformés,0.57,16.66,9.5,19.0
TICKET_8760,2024-11-23,Œufs,Œufs,2.32,18.89,43.82,4.0
TICKET_8760,2024-11-23,Agneau,Viandes,1.28,7.96,10.19,30.0
TICKET_8760,2024-11-23,Poulet,Viandes,1.11,11.7,12.99,6.0
TICKET_8760,2024-11-23,Œufs,Œufs,1.17,6.71,7.85,4.0
TICKET_8760,2024-11-23,Agneau,Viandes,2.05,18.29,37.49,30.0
TICKET_8760,2024-11-23,Lentilles,Protéines végétales,2.59,4.74,12.28,0.9
TICKET_8760,2024-11-23,Bœuf,Viandes,1.57,8.28,13.0,60.0
TICKET_8760,2024-11-23,Lait,Produits laitiers,2.86,8.47,24.22,1.3
TICKET_8760,2024-11-23,Poulet,Viandes,0.49,7.72,3.78,6.0
TICKET_8760,2024-11-23,Agneau,Viandes,2.5,4.6,11.5,30.0
TICKET_8760,2024-11-23,Lentilles,Protéines végétales,2.61,2.39,6.24,0.9
TICKET_8760,2024-11-23,Agneau,Viandes,0.73,6.21,4.53,30.0
TICKET_8760,2024-11-23,Fromage,Produits laitiers,2.39,3.22,7.7,20.0
TICKET_8760,2024-11-23,Carottes,Légumes,0.62,8.57,5.31,0.1
TICKET_8760,2024-11-23,Poulet,Viandes,2.75,16.89,46.45,6.0
TICKET_8760,2024-11-23,Pommes de terre,Légumes,2.21,12.32,27.23,0.2
TICKET_8760,2024-11-23,Carottes,Légumes,0.85,7.15,6.08,0.1
TICKET_8760,2024-11-23,Chocolat,Produits transformés,2.27,7.48,16.98,19.0
TICKET_4688,2024-11-28,Café,Produits transformés,0.66,15.13,9.99,16.0
TICKET_4688,2024-11-28,Café,Produits transformés,2.69,8.55,23.0,16.0
TICKET_4688,2024-11-28,Œufs,Œufs,0.48,3.66,1.76,4.0
TICKET_4688,2024-11-28,Lentilles,Protéines végétales,1.25,8.14,10.18,0.9
TICKET_4688,2024-11-28,Chocolat,Produits transformés,0.99,13.03,12.9,19.0
TICKET_4688,2024-11-28,Fromage,Produits laitiers,0.75,7.23,5.42,20.0
TICKET_4688,2024-11-28,Chocolat,Produits transformés,1.07,10.97,11.74,19.0
TICKET_4688,2024-11-28,Agneau,Viandes,0.69,11.08,7.65,30.0
TICKET_4688,2024-11-28,Lentilles,Protéines végétales,1.82,2.92,5.31,0.9
TICKET_4688,2024-11-28,Lait,Produits laitiers,1.17,16.11,18.85,1.3
TICKET_4688,2024-11-28,Lentilles,Protéines végétales,0.64,17.46,11.17,0.9
TICKET_4688,2024-11-28,Tofu,Protéines végétales,1.64,15.56,25.52,2.0
TICKET_4688,2024-11-28,Pommes de terre,Légumes,0.2,11.23,2.25,0.2
TICKET_4688,2024-11-28,Café,Produits transformés,0.66,11.34,7.48,16.0
TICKET_4688,2024-11-28,Agneau,Viandes,0.84,9.45,7.94,30.0
TICKET_4688,2024-11-28,Porc,Viandes,2.56,16.75,42.88,7.0
TICKET_4688,2024-11-28,Tofu,Protéines végétales,0.67,5.97,4.0,2.0
TICKET_4688,2024-11-28,Bananes,Fruits,0.13,7.28,0.95,0.8
TICKET_4688,2024-11-28,Chocolat,Produits transformés,2.07,15.7,32.5,19.0
TICKET_4688,2024-11-28,Porc,Viandes,1.05,19.22,20.18,7.0
TICKET_4688,2024-11-28,Œufs,Œufs,0.97,17.65,17.12,4.0
TICKET_4688,2024-11-28,Carottes,Légumes,0.62,14.51,9.0,0.1
TICKET_4688,2024-11-28,Chocolat,Produits transformés,2.06,12.19,25.11,19.0
TICKET_4688,2024-11-28,Porc,Viandes,0.35,17.62,6.17,7.0
TICKET_4688,2024-11-28,Pommes,Fruits,2.16,2.4,5.18,0.3
TICKET_4688,2024-11-28,Carottes,Légumes,2.27,7.1,16.12,0.1
TICKET_4688,2024-11-28,Lait,Produits laitiers,2.86,2.77,7.92,1.3
TICKET_4688,2024-11-28,Bœuf,Viandes,1.81,16.8,30.41,60.0
TICKET_4688,2024-11-28,Lentilles,Protéines végétales,2.08,12.97,26.98,0.9
TICKET_4688,2024-11-28,Lentilles,Protéines végétales,0.78,17.33,13.52,0.9
TICKET_7211,2024-09-15,Lait,Produits laitiers,2.21,9.44,20.86,1.3
TICKET_7211,2024-09-15,Pommes de terre,Légumes,1.88,9.97,18.74,0.2
TICKET_7211,2024-09-15,Fromage,Produits laitiers,2.35,5.9,13.87,20.0
TICKET_7211,2024-09-15,Carottes,Légumes,1.0,9.89,9.89,0.1
TICKET_7211,2024-09-15,Lait,Produits laitiers,0.48,11.93,5.73,1.3
TICKET_7211,2024-09-15,Œufs,Œufs,2.59,12.86,33.31,4.0
TICKET_7211,2024-09-15,Chocolat,Produits transformés,2.93,13.68,40.08,19.0
TICKET_7211,2024-09-15,Bananes,Fruits,1.92,3.37,6.47,0.8
TICKET_7211,2024-09-15,Café,Produits transformés,1.25,18.85,23.56,16.0
TICKET_7211,2024-09-15,Fromage,Produits laitiers,1.13,15.99,18.07,20.0
TICKET_7211,2024-09-15,Carottes,Légumes,1.5,19.46,29.19,0.1
TICKET_7211,2024-09-15,Agneau,Viandes,0.34,3.84,1.31,30.0
TICKET_7211,2024-09-15,Café,Produits transformés,1.94,3.45,6.69,16.0
TICKET_7211,2024-09-15,Bananes,Fruits,2.46,18.2,44.77,0.8
TICKET_7211,2024-09-15,Lentilles,Protéines végétales,2.13,5.29,11.27,0.9
TICKET_7211,2024-09-15,Agneau,Viandes,2.87,19.88,57.06,30.0
TICKET_7211,2024-09-15,Bananes,Fruits,0.72,6.1,4.39,0.8
TICKET_7211,2024-09-15,Café,Produits transformés,2.46,16.79,41.3,16.0
TICKET_7211,2024-09-15,Carottes,Légumes,3.0,8.66,25.98,0.1
TICKET_7211,2024-09-15,Porc,Viandes,0.96,19.19,18.42,7.0
TICKET_7211,2024-09-15,Lait,Produits laitiers,2.41,9.16,22.08,1.3
TICKET_7211,2024-09-15,Pommes de terre,Légumes,2.75,9.68,26.62,0.2
TICKET_7211,2024-09-15,Pommes de terre,Légumes,2.61,19.31,50.4,0.2
TICKET_7211,2024-09-15,Œufs,Œufs,2.75,9.72,26.73,4.0
TICKET_7211,2024-09-15,Poulet,Viandes,0.77,15.79,12.16,6.0
TICKET_7211,2024-09-15,Poulet,Viandes,2.79,8.11,22.63,6.0
TICKET_7211,2024-09-15,Œufs,Œufs,2.26,16.48,37.24,4.0
TICKET_7211,2024-09-15,Œufs,Œufs,1.76,3.78,6.65,4.0
TICKET_7211,2024-09-15,Café,Produits transformés,0.44,16.64,7.32,16.0
TICKET_7211,2024-09-15,Tofu,Protéines végétales,2.5,12.19,30.47,2.0
TICKET_8948,2024-09-07,Porc,Viandes,0.65,14.92,9.7,7.0
TICKET_8948,2024-09-07,Agneau,Viandes,2.08,7.43,15.45,30.0
TICKET_8948,2024-09-07,Pommes,Fruits,2.28,9.65,22.0,0.3
TICKET_8948,2024-09-07,Chocolat,Produits transformés,2.21,4.5,9.95,19.0
TICKET_8948,2024-09-07,Pommes,Fruits,0.71,17.76,12.61,0.3
TICKET_8948,2024-09-07,Pommes,Fruits,1.58,18.17,28.71,0.3
TICKET_8948,2024-09-07,Fromage,Produits laitiers,0.31,15.86,4.92,20.0
TICKET_8948,2024-09-07,Lentilles,Protéines végétales,0.53,14.79,7.84,0.9
TICKET_8948,2024-09-07,Pommes,Fruits,0.68,3.81,2.59,0.3
TICKET_8948,2024-09-07,Œufs,Œufs,1.96,19.39,38.0,4.0
TICKET_8948,2024-09-07,Chocolat,Produits transformés,1.33,18.23,24.25,19.0
TICKET_8948,2024-09-07,Pommes,Fruits,2.45,13.36,32.73,0.3
TICKET_8948,2024-09-07,Bananes,Fruits,1.09,3.76,4.1,0.8
TICKET_8948,2024-09-07,Agneau,Viandes,1.7,13.14,22.34,30.0
TICKET_8948,2024-09-07,Pommes de terre,Légumes,1.82,15.35,27.94,0.2
TICKET_8948,2024-09-07,Pommes de terre,Légumes,1.17,9.74,11.4,0.2
TICKET_8948,2024-09-07,Café,Produits transformés,0.96,3.17,3.04,16.0
TICKET_8948,2024-09-07,Pommes,Fruits,0.79,8.05,6.36,0.3
TICKET_8948,2024-09-07,Lentilles,Protéines végétales,0.37,17.94,6.64,0.9
TICKET_8948,2024-09-07,Pommes de terre,Légumes,0.16,8.53,1.36,0.2
TICKET_8948,2024-09-07,Poulet,Viandes,1.16,6.57,7.62,6.0
TICKET_8948,2024-09-07,Chocolat,Produits transformés,2.96,6.38,18.88,19.0
TICKET_8948,2024-09-07,Pommes de terre,Légumes,2.28,12.44,28.36,0.2
TICKET_8948,2024-09-07,Œufs,Œufs,2.46,15.72,38.67,4.0
TICKET_8948,2024-09-07,Bananes,Fruits,2.67,9.04,24.14,0.8
TICKET_8948,2024-09-07,Bœuf,Viandes,0.89,5.64,5.02,60.0
TICKET_8948,2024-09-07,Chocolat,Produits transformés,0.16,18.34,2.93,19.0
TICKET_8948,2024-09-07,Œufs,Œufs,1.53,8.06,12.33,4.0
TICKET_8948,2024-09-07,Porc,Viandes,0.78,11.97,9.34,7.0
TICKET_8948,2024-09-07,Bananes,Fruits,2.75,9.67,26.59,0.8
TICKET_1399,2024-01-28,Porc,Viandes,0.36,18.56,6.68,7.0
TICKET_1399,2024-01-28,Lentilles,Protéines végétales,1.49,15.25,22.72,0.9
TICKET_1399,2024-01-28,Pommes de terre,Légumes,1.39,14.97,20.81,0.2
TICKET_1399,2024-01-28,Fromage,Produits laitiers,3.0,7.5,22.5,20.0
TICKET_1399,2024-01-28,Porc,Viandes,0.65,18.06,11.74,7.0
TICKET_1399,2024-01-28,Bananes,Fruits,1.92,11.74,22.54,0.8
TICKET_1399,2024-01-28,Pommes de terre,Légumes,2.44,6.44,15.71,0.2
TICKET_1399,2024-01-28,Porc,Viandes,2.48,7.49,18.58,7.0
TICKET_1399,2024-01-28,Poulet,Viandes,1.8,8.47,15.25,6.0
TICKET_1399,2024-01-28,Œufs,Œufs,1.5,15.27,22.91,4.0
TICKET_1399,2024-01-28,Lentilles,Protéines végétales,2.63,16.04,42.19,0.9
TICKET_1399,2024-01-28,Carottes,Légumes,0.95,5.92,5.62,0.1
TICKET_1399,2024-01-28,Tofu,Protéines végétales,0.91,6.48,5.9,2.0
TICKET_1399,2024-01-28,Lentilles,Protéines végétales,1.53,12.23,18.71,0.9
TICKET_1399,2024-01-28,Café,Produits transformés,1.91,10.44,19.94,16.0
TICKET_1399,2024-01-28,Tofu,Protéines végétales,2.85,9.08,25.88,2.0
TICKET_1399,2024-01-28,Lait,Produits laitiers,1.63,18.18,29.63,1.3
TICKET_1399,2024-01-28,Lentilles,Protéines végétales,1.99,13.34,26.55,0.9
TICKET_1399,2024-01-28,Pommes,Fruits,1.11,12.67,14.06,0.3
TICKET_1399,2024-01-28,Fromage,Produits laitiers,1.93,7.14,13.78,20.0
TICKET_1399,2024-01-28,Lait,Produits laitiers,0.99,7.67,7.59,1.3
TICKET_1399,2024-01-28,Lait,Produits laitiers,2.42,18.42,44.58,1.3
TICKET_1399,2024-01-28,Chocolat,Produits transformés,1.76,8.26,14.54,19.0
TICKET_1399,2024-01-28,Pommes,Fruits,1.02,9.11,9.29,0.3
TICKET_1399,2024-01-28,Agneau,Viandes,0.81,14.22,11.52,30.0
TICKET_1399,2024-01-28,Porc,Viandes,1.82,13.09,23.82,7.0
TICKET_1399,2024-01-28,Lait,Produits laitiers,1.94,10.11,19.61,1.3
TICKET_1399,2024-01-28,Fromage,Produits laitiers,0.15,4.47,0.67,20.0
TICKET_1399,2024-01-28,Lait,Produits laitiers,1.44,15.23,21.93,1.3
TICKET_1399,2024-01-28,Lait,Produits laitiers,1.04,15.5,16.12,1.3
TICKET_5537,2024-02-01,Pommes,Fruits,0.47,8.89,4.18,0.3
TICKET_5537,2024-02-01,Tofu,Protéines végétales,1.07,2.09,2.24,2.0
TICKET_5537,2024-02-01,Chocolat,Produits transformés,1.3,14.54,18.9,19.0
TICKET_5537,2024-02-01,Porc,Viandes,2.21,5.28,11.67,7.0
TICKET_5537,2024-02-01,Bœuf,Viandes,1.37,3.94,5.4,60.0
TICKET_5537,2024-02-01,Bananes,Fruits,2.29,6.29,14.4,0.8
TICKET_5537,2024-02-01,Café,Produits transformés,1.15,4.38,5.04,16.0
TICKET_5537,2024-02-01,Pommes de terre,Légumes,1.13,19.22,21.72,0.2
TICKET_5537,2024-02-01,Tofu,Protéines végétales,1.25,13.27,16.59,2.0
TICKET_5537,2024-02-01,Tofu,Protéines végétales,1.56,15.26,23.81,2.0
TICKET_5537,2024-02-01,Bananes,Fruits,0.75,7.7,5.78,0.8
TICKET_5537,2024-02-01,Bœuf,Viandes,3.0,10.63,31.89,60.0
TICKET_5537,2024-02-01,Chocolat,Produits transformés,2.38,8.44,20.09,19.0
TICKET_5537,2024-02-01,Café,Produits transformés,1.08,4.37,4.72,16.0
TICKET_5537,2024-02-01,Œufs,Œufs,0.97,6.11,5.93,4.0
TICKET_5537,2024-02-01,Lait,Produits laitiers,0.78,4.95,3.86,1.3
TICKET_5537,2024-02-01,Tofu,Protéines végétales,0.59,8.83,5.21,2.0
TICKET_5537,2024-02-01,Agneau,Viandes,2.02,18.48,37.33,30.0
TICKET_5537,2024-02-01,Pommes,Fruits,1.22,13.61,16.6,0.3
TICKET_5537,2024-02-01,Œufs,Œufs,2.0,4.3,8.6,4.0
TICKET_5537,2024-02-01,Lait,Produits laitiers,2.19,9.42,20.63,1.3
TICKET_5537,2024-02-01,Fromage,Produits laitiers,0.78,11.96,9.33,20.0
TICKET_5537,2024-02-01,Œufs,Œufs,2.73,4.14,11.3,4.0
TICKET_5537,2024-02-01,Bœuf,Viandes,2.63,7.29,19.17,60.0
TICKET_5537,2024-02-01,Carottes,Légumes,0.59,10.09,5.95,0.1
TICKET_5537,2024-02-01,Pommes de terre,Légumes,0.42,12.2,5.12,0.2
TICKET_5537,2024-02-01,Bœuf,Viandes,2.91,19.48,56.69,60.0
TICKET_5537,2024-02-01,Café,Produits transformés,1.66,14.46,24.0,16.0
TICKET_5537,2024-02-01,Bananes,Fruits,0.59,6.39,3.77,0.8
TICKET_5537,2024-02-01,Bœuf,Viandes,2.61,16.6,43.33,60.0
TICKET_5053,2024-10-15,Carottes,Légumes,2.89,13.49,38.99,0.1
TICKET_5053,2024-10-15,Agneau,Viandes,0.69,18.58,12.82,30.0
TICKET_5053,2024-10-15,Lentilles,Protéines végétales,2.39,9.16,21.89,0.9
TICKET_5053,2024-10-15,Poulet,Viandes,2.45,2.48,6.08,6.0
TICKET_5053,2024-10-15,Chocolat,Produits transformés,2.19,15.51,33.97,19.0
TICKET_5053,2024-10-15,Chocolat,Produits transformés,1.74,6.98,12.15,19.0
TICKET_5053,2024-10-15,Fromage,Produits laitiers,0.75,12.28,9.21,20.0
TICKET_5053,2024-10-15,Bananes,Fruits,0.38,19.72,7.49,0.8
TICKET_5053,2024-10-15,Bœuf,Viandes,0.3,15.39,4.62,60.0
TICKET_5053,2024-10-15,Pommes de terre,Légumes,1.01,17.9,18.08,0.2
TICKET_5053,2024-10-15,Bœuf,Viandes,0.48,17.88,8.58,60.0
TICKET_5053,2024-10-15,Pommes,Fruits,0.33,19.56,6.45,0.3
TICKET_5053,2024-10-15,Pommes,Fruits,2.57,12.72,32.69,0.3
TICKET_5053,2024-10-15,Bananes,Fruits,2.24,9.18,20.56,0.8
TICKET_5053,2024-10-15,Poulet,Viandes,0.18,7.67,1.38,6.0
TICKET_5053,2024-10-15,Bœuf,Viandes,0.76,4.25,3.23,60.0
TICKET_5053,2024-10-15,Lentilles,Protéines végétales,2.61,8.62,22.5,0.9
TICKET_5053,2024-10-15,Lentilles,Protéines végétales,1.59,12.39,19.7,0.9
TICKET_5053,2024-10-15,Carottes,Légumes,2.98,9.92,29.56,0.1
TICKET_5053,2024-10-15,Pommes de terre,Légumes,2.71,15.64,42.38,0.2
TICKET_5053,2024-10-15,Œufs,Œufs,2.9,10.81,31.35,4.0
TICKET_5053,2024-10-15,Pommes,Fruits,1.41,17.03,24.01,0.3
TICKET_5053,2024-10-15,Tofu,Protéines végétales,1.88,14.81,27.84,2.0
TICKET_5053,2024-10-15,Porc,Viandes,2.42,14.2,34.36,7.0
TICKET_5053,2024-10-15,Bananes,Fruits,2.79,4.2,11.72,0.8
TICKET_5053,2024-10-15,Porc,Viandes,2.17,7.15,15.52,7.0
TICKET_5053,2024-10-15,Bananes,Fruits,1.96,18.37,36.01,0.8
TICKET_5053,2024-10-15,Café,Produits transformés,2.15,11.67,25.09,16.0
TICKET_5053,2024-10-15,Pommes,Fruits,2.68,13.14,35.22,0.3
TICKET_5053,2024-10-15,Pommes de terre,Légumes,2.16,13.59,29.35,0.2
TICKET_1036,2024-04-02,Poulet,Viandes,1.35,4.96,6.7,6.0
TICKET_1036,2024-04-02,Pommes,Fruits,1.28,12.07,15.45,0.3
TICKET_1036,2024-04-02,Pommes,Fruits,0.84,12.39,10.41,0.3
TICKET_1036,2024-04-02,Tofu,Protéines végétales,0.15,6.98,1.05,2.0
TICKET_1036,2024-04-02,Carottes,Légumes,1.32,9.73,12.84,0.1
TICKET_1036,2024-04-02,Fromage,Produits laitiers,2.67,14.39,38.42,20.0
TICKET_1036,2024-04-02,Bœuf,Viandes,1.14,7.7,8.78,60.0
TICKET_1036,2024-04-02,Fromage,Produits laitiers,1.03,4.26,4.39,20.0
TICKET_1036,2024-04-02,Pommes de terre,Légumes,2.98,4.56,13.59,0.2
TICKET_1036,2024-04-02,Chocolat,Produits transformés,0.73,10.8,7.88,19.0
TICKET_1036,2024-04-02,Fromage,Produits laitiers,2.78,9.44,26.24,20.0
TICKET_1036,2024-04-02,Lait,Produits laitiers,2.51,6.25,15.69,1.3
TICKET_1036,2024-04-02,Chocolat,Produits transformés,1.61,16.48,26.53,19.0
TICKET_1036,2024-04-02,Pommes,Fruits,2.48,17.4,43.15,0.3
TICKET_1036,2024-04-02,Pommes de terre,Légumes,0.66,17.25,11.38,0.2
TICKET_1036,2024-04-02,Poulet,Viandes,2.1,7.74,16.25,6.0
TICKET_1036,2024-04-02,Lentilles,Protéines végétales,1.91,17.28,33.0,0.9
TICKET_1036,2024-04-02,Lentilles,Protéines végétales,2.66,11.22,29.85,0.9
TICKET_1036,2024-04-02,Chocolat,Produits transformés,2.4,10.54,25.3,19.0
TICKET_1036,2024-04-02,Bœuf,Viandes,1.39,5.23,7.27,60.0
TICKET_1036,2024-04-02,Lait,Produits laitiers,0.35,4.26,1.49,1.3
TICKET_1036,2024-04-02,Bœuf,Viandes,1.08,12.49,13.49,60.0
TICKET_1036,2024-04-02,Fromage,Produits laitiers,2.25,17.36,39.06,20.0
TICKET_1036,2024-04-02,Œufs,Œufs,1.2,6.2,7.44,4.0
TICKET_1036,2024-04-02,Pommes,Fruits,2.43,11.9,28.92,0.3
TICKET_1036,2024-04-02,Lait,Produits laitiers,2.38,2.24,5.33,1.3
TICKET_1036,2024-04-02,Carottes,Légumes,1.96,3.01,5.9,0.1
TICKET_1036,2024-04-02,Fromage,Produits laitiers,1.52,7.13,10.84,20.0
TICKET_1036,2024-04-02,Poulet,Viandes,2.85,9.3,26.51,6.0
TICKET_1036,2024-04-02,Tofu,Protéines végétales,2.12,8.11,17.19,2.0
TICKET_3271,2024-02-10,Bananes,Fruits,2.71,19.17,51.95,0.8
TICKET_3271,2024-02-10,Poulet,Viandes,1.43,10.46,14.96,6.0
TICKET_3271,2024-02-10,Bananes,Fruits,0.47,4.26,2.0,0.8
TICKET_3271,2024-02-10,Tofu,Protéines végétales,0.12,9.22,1.11,2.0
TICKET_3271,2024-02-10,Tofu,Protéines végétales,1.53,16.21,24.8,2.0
TICKET_3271,2024-02-10,Bœuf,Viandes,2.72,12.32,33.51,60.0
TICKET_3271,2024-02-10,Lentilles,Protéines végétales,0.83,7.47,6.2,0.9
TICKET_3271,2024-02-10,Poulet,Viandes,0.32,12.8,4.1,6.0
TICKET_3271,2024-02-10,Lentilles,Protéines végétales,2.12,6.55,13.89,0.9
TICKET_3271,2024-02-10,Agneau,Viandes,0.22,19.61,4.31,30.0
TICKET_3271,2024-02-10,Agneau,Viandes,0.42,7.1,2.98,30.0
TICKET_3271,2024-02-10,Café,Produits transformés,1.96,6.47,12.68,16.0
TICKET_3271,2024-02-10,Tofu,Protéines végétales,2.49,11.67,29.06,2.0
TICKET_3271,2024-02-10,Lentilles,Protéines végétales,0.42,12.24,5.14,0.9
TICKET_3271,2024-02-10,Lait,Produits laitiers,2.36,13.8,32.57,1.3
TICKET_3271,2024-02-10,Tofu,Protéines végétales,1.76,19.25,33.88,2.0
TICKET_3271,2024-02-10,Pommes de terre,Légumes,1.37,7.5,10.28,0.2
TICKET_3271,2024-02-10,Chocolat,Produits transformés,2.18,13.97,30.45,19.0
TICKET_3271,2024-02-10,Fromage,Produits laitiers,1.86,17.42,32.4,20.0
TICKET_3271,2024-02-10,Pommes de terre,Légumes,0.43,7.19,3.09,0.2
TICKET_3271,2024-02-10,Poulet,Viandes,1.58,9.56,15.1,6.0
TICKET_3271,2024-02-10,Tofu,Protéines végétales,1.59,5.92,9.41,2.0
TICKET_3271,2024-02-10,Poulet,Viandes,1.89,14.81,27.99,6.0
TICKET_3271,2024-02-10,Pommes,Fruits,1.86,5.87,10.92,0.3
TICKET_3271,2024-02-10,Café,Produits transformés,3.0,7.73,23.19,16.0
TICKET_3271,2024-02-10,Lentilles,Protéines végétales,2.15,9.34,20.08,0.9
TICKET_3271,2024-02-10,Porc,Viandes,0.26,6.65,1.73,7.0
TICKET_3271,2024-02-10,Lait,Produits laitiers,0.98,5.82,5.7,1.3
TICKET_3271,2024-02-10,Carottes,Légumes,1.06,17.09,18.12,0.1
TICKET_3271,2024-02-10,Porc,Viandes,2.54,6.8,17.27,7.0
TICKET_9433,2024-11-05,Chocolat,Produits transformés,0.18,4.64,0.84,19.0
TICKET_9433,2024-11-05,Porc,Viandes,0.31,14.15,4.39,7.0
TICKET_9433,2024-11-05,Pommes,Fruits,1.22,2.16,2.64,0.3
TICKET_9433,2024-11-05,Café,Produits transformés,2.06,5.71,11.76,16.0
TICKET_9433,2024-11-05,Carottes,Légumes,0.4,18.59,7.44,0.1
TICKET_9433,2024-11-05,Chocolat,Produits transformés,0.58,4.38,2.54,19.0
TICKET_9433,2024-11-05,Tofu,Protéines végétales,1.62,17.08,27.67,2.0
TICKET_9433,2024-11-05,Bœuf,Viandes,0.5,15.7,7.85,60.0
TICKET_9433,2024-11-05,Chocolat,Produits transformés,0.74,11.7,8.66,19.0
TICKET_9433,2024-11-05,Bœuf,Viandes,1.99,19.75,39.3,60.0
TICKET_9433,2024-11-05,Pommes de terre,Légumes,0.99,16.81,16.64,0.2
TICKET_9433,2024-11-05,Café,Produits transformés,1.97,3.15,6.21,16.0
TICKET_9433,2024-11-05,Agneau,Viandes,2.05,7.46,15.29,30.0
TICKET_9433,2024-11-05,Pommes de terre,Légumes,2.9,12.74,36.95,0.2
